id,edad_cliente,genero_cliente,ingresos,puntos,tiempo_membresia,num_compras,categoria_preferida,ultima_compra
529,57,Masculino,139366,39,5,50,Deportes,345
530,27,Masculino,106944,63,1,28,Deportes,3639
531,61,Masculino,92031,44,7,11,Deportes,57331
532,19,Masculino,146165,38,9,45,Hogar,81992
533,36,Masculino,113794,74,1,27,Deportes,37775
534,28,Masculino,121073,44,3,16,Deportes,48235
535,46,Masculino,61090,3,4,3,Deportes,21368
536,62,Femenino,74474,49,2,18,Deportes,93365
537,48,Femenino,57932,70,9,44,Hogar,19246
538,39,Masculino,49970,53,5,24,Alimentos,72858
539,27,Masculino,73823,11,8,23,Electrónica,274
540,36,Masculino,37595,88,8,49,Alimentos,60048
541,33,Femenino,103063,16,3,4,Electrónica,99851
542,69,Masculino,86860,70,1,1,Ropa,81225
543,68,Femenino,40478,22,4,46,Alimentos,95491
544,66,Femenino,126893,3,1,32,Ropa,19917
545,23,Femenino,123168,80,4,19,Ropa,86095
546,44,Masculino,112137,37,7,18,Alimentos,76916
547,60,Masculino,108533,23,9,24,Electrónica,50698
548,22,Femenino,93861,42,6,6,Hogar,7313
549,39,Masculino,30004,32,6,48,Deportes,86347
550,53,Masculino,47499,85,2,45,Deportes,33869
551,50,Masculino,43965,83,3,17,Electrónica,8338
552,20,Masculino,51199,100,5,5,Ropa,88983
553,69,Masculino,51759,18,9,14,Deportes,56348
554,61,Femenino,54256,78,3,3,Hogar,88644
555,66,Masculino,53345,100,4,22,Deportes,22175
556,25,Femenino,52403,53,1,14,Alimentos,7334
557,45,Masculino,95367,83,5,30,Hogar,84533
558,40,Masculino,62536,84,4,28,Deportes,14907
559,33,Masculino,121639,17,7,28,Hogar,42214
560,63,Masculino,82296,61,4,43,Hogar,39089
561,61,Masculino,137276,92,5,8,Alimentos,48277
562,18,Masculino,143235,46,10,31,Alimentos,14375
563,23,Masculino,143899,10,3,47,Alimentos,36181
564,56,Masculino,134923,18,3,31,Electrónica,51516
565,68,Masculino,106635,85,10,30,Electrónica,85495
566,29,Masculino,60262,56,4,27,Ropa,45232
567,22,Masculino,92601,75,7,49,Electrónica,12076
568,45,Femenino,41917,58,8,5,Hogar,87038
569,29,Femenino,59815,43,6,24,Alimentos,10548
570,18,Masculino,94701,69,8,48,Ropa,76034
571,36,Femenino,31458,40,4,6,Electrónica,37177
572,19,Masculino,134193,95,7,44,Electrónica,9765
573,40,Femenino,143338,6,8,26,Alimentos,49107
574,48,Masculino,93084,30,7,5,Ropa,48055
575,49,Masculino,55027,62,2,1,Ropa,9629
576,51,Femenino,149256,96,1,31,Electrónica,26683
577,32,Femenino,46610,92,5,9,Alimentos,40985
578,64,Masculino,43175,59,10,35,Electrónica,36386
579,21,Femenino,71227,17,10,12,Electrónica,10148
580,51,Femenino,149744,99,1,12,Alimentos,21592
581,46,Masculino,129568,56,10,27,Ropa,76626
582,19,Masculino,135968,50,4,49,Electrónica,17443
583,33,Masculino,38240,92,3,37,Hogar,62682
584,30,Masculino,114808,23,9,6,Ropa,7408
585,51,Femenino,37310,6,5,14,Deportes,70618
586,62,Masculino,147903,79,5,22,Electrónica,20315
587,20,Masculino,61541,80,2,14,Alimentos,485
588,47,Masculino,55753,69,5,40,Hogar,77289
589,29,Masculino,80868,33,6,15,Ropa,86565
590,33,Masculino,93599,22,4,37,Deportes,27496
591,53,Masculino,108263,21,1,47,Electrónica,73448
592,22,Masculino,100730,4,5,10,Deportes,45958
593,62,Femenino,148501,41,9,32,Deportes,98047
594,29,Masculino,98150,42,9,34,Deportes,32411
595,28,Masculino,61870,100,6,3,Alimentos,72867
596,46,Masculino,73370,2,4,29,Hogar,4865
597,50,Masculino,132598,57,7,21,Hogar,93091
598,56,Masculino,55695,58,7,30,Electrónica,43576
599,41,Masculino,69204,95,4,28,Ropa,93604
600,52,Masculino,127010,76,8,26,Deportes,1346
601,53,Femenino,137854,33,10,47,Alimentos,52327
602,20,Masculino,145924,64,5,18,Electrónica,49549
603,33,Femenino,53219,33,4,47,Ropa,25123
604,47,Masculino,64592,25,4,12,Hogar,23734
605,18,Femenino,144275,69,9,27,Electrónica,14172
606,39,Masculino,48641,45,3,46,Hogar,41519
607,30,Masculino,102200,88,5,47,Hogar,13184
608,41,Masculino,67215,34,3,30,Hogar,46025
609,53,Masculino,96499,29,4,5,Electrónica,74411
610,23,Femenino,83912,28,6,31,Hogar,9832
611,42,Femenino,63444,72,4,40,Hogar,16645
612,33,Femenino,38271,39,10,43,Electrónica,9952
613,60,Masculino,53295,73,3,5,Hogar,6423
614,64,Femenino,116106,5,1,5,Ropa,2586
615,69,Masculino,141965,98,5,35,Electrónica,61666
616,43,Masculino,38012,55,3,24,Alimentos,94337
617,29,Masculino,83172,51,8,1,Ropa,90675
618,53,Masculino,62024,13,2,39,Deportes,666
619,29,Masculino,88288,39,5,50,Alimentos,80387
620,53,Masculino,50215,92,6,48,Deportes,81452
621,20,Masculino,122028,40,3,6,Electrónica,77744
622,33,Masculino,102269,26,8,47,Deportes,35667
623,30,Femenino,97829,99,4,27,Ropa,32095
624,59,Masculino,66196,37,9,44,Ropa,48366
625,41,Masculino,36763,50,5,36,Hogar,49062
626,19,Masculino,138008,8,9,15,Alimentos,1168
627,27,Femenino,96762,22,3,10,Electrónica,55143
628,39,Masculino,108744,63,2,23,Deportes,41186
629,65,Masculino,84223,83,7,46,Alimentos,97193
630,64,Femenino,145746,76,2,48,Hogar,4906
631,47,Femenino,108766,37,7,38,Alimentos,64055
632,29,Femenino,72125,41,5,31,Deportes,50762
633,43,Femenino,97989,14,6,49,Electrónica,88661
634,51,Masculino,143678,50,8,23,Electrónica,91604
635,23,Femenino,122669,15,3,4,Electrónica,24868
636,24,Femenino,93266,20,1,4,Ropa,63629
637,52,Masculino,85267,6,5,2,Hogar,70432
638,34,Femenino,60489,95,3,38,Hogar,30486
639,68,Masculino,57700,70,8,46,Alimentos,17821
640,57,Masculino,97035,28,6,42,Hogar,74141
641,59,Masculino,141667,28,4,5,Deportes,20425
642,34,Femenino,114408,38,7,28,Electrónica,64735
643,64,Femenino,92888,2,7,50,Deportes,8498
644,54,Masculino,132403,83,3,2,Deportes,452
645,67,Masculino,115578,10,1,36,Alimentos,64616
646,62,Masculino,113856,78,6,50,Electrónica,72047
647,24,Masculino,122371,11,2,4,Electrónica,83819
648,43,Femenino,67979,49,2,6,Alimentos,42003
649,27,Masculino,147360,96,3,26,Deportes,261
650,47,Masculino,88268,32,8,27,Alimentos,6865
651,27,Femenino,113174,36,3,46,Electrónica,49907
652,32,Masculino,95862,34,6,41,Electrónica,6515
653,41,Masculino,140959,35,7,14,Hogar,23242
654,48,Masculino,82356,97,1,35,Deportes,20455
655,45,Masculino,47989,70,6,9,Alimentos,21877
656,33,Masculino,65142,45,10,42,Ropa,1326
657,27,Masculino,81110,44,6,8,Electrónica,65405
658,61,Masculino,145578,79,2,34,Ropa,76206
659,35,Masculino,116378,38,10,11,Ropa,7927
660,54,Femenino,89035,14,4,11,Deportes,13881
661,69,Femenino,34122,50,4,27,Deportes,75844
662,66,Masculino,38652,40,10,7,Hogar,56659
663,30,Femenino,76658,70,3,32,Alimentos,76027
664,56,Masculino,30492,47,5,6,Alimentos,72526
665,37,Masculino,105623,26,5,47,Hogar,9479
666,31,Masculino,85972,62,9,25,Deportes,91463
667,29,Femenino,135394,53,9,36,Ropa,3013
668,27,Femenino,48576,29,7,29,Deportes,97683
669,52,Masculino,87717,79,6,44,Ropa,9517
670,55,Masculino,59108,36,6,31,Hogar,90016
671,34,Masculino,54274,27,2,17,Hogar,95446
672,30,Masculino,94803,76,6,33,Hogar,59698
673,47,Femenino,40790,36,1,4,Ropa,91384
674,32,Masculino,41072,14,5,39,Electrónica,98104
675,64,Femenino,67704,12,6,17,Hogar,12615
676,64,Femenino,48169,39,5,33,Alimentos,45186
677,51,Femenino,146159,99,7,38,Alimentos,80889
678,63,Masculino,56374,60,4,45,Hogar,9435
679,46,Femenino,112770,6,10,27,Deportes,55973
680,36,Masculino,106345,98,7,49,Ropa,5521
681,49,Masculino,115974,95,8,22,Electrónica,143
682,61,Masculino,136973,27,7,2,Electrónica,2692
683,27,Femenino,89855,54,10,37,Hogar,75051
684,42,Masculino,56378,8,9,18,Ropa,88045
685,37,Masculino,104041,64,9,49,Hogar,11752
686,30,Masculino,115674,78,2,48,Ropa,62173
687,59,Masculino,65196,22,2,36,Hogar,62533
688,30,Masculino,94970,15,4,11,Deportes,25007
689,69,Masculino,45024,38,5,11,Ropa,83003
690,39,Femenino,141586,50,4,46,Ropa,65967
691,53,Masculino,84686,93,8,1,Alimentos,10954
692,23,Masculino,57558,28,6,23,Electrónica,80078
693,28,Femenino,142450,80,3,22,Alimentos,47187
694,64,Masculino,32144,76,2,28,Deportes,90266
695,45,Masculino,53474,79,8,21,Electrónica,4032
696,61,Masculino,89720,4,9,8,Alimentos,79549
697,36,Femenino,114281,99,7,6,Deportes,21778
698,33,Masculino,36577,28,4,1,Electrónica,61254
699,55,Masculino,53164,64,2,19,Ropa,93241
700,31,Masculino,33604,8,5,2,Electrónica,98415
701,31,Masculino,148121,34,9,32,Alimentos,75349
702,26,Femenino,42499,92,9,50,Electrónica,3757
703,26,Femenino,56466,61,3,12,Hogar,35822
704,52,Femenino,58805,14,2,47,Deportes,10435
705,42,Masculino,49140,23,9,35,Ropa,40023
706,29,Femenino,102972,68,3,39,Ropa,25809
707,47,Femenino,128439,42,5,22,Deportes,21902
708,68,Masculino,47482,100,9,49,Ropa,17056
709,44,Femenino,118123,40,8,31,Ropa,14052
710,43,Femenino,43545,67,5,41,Electrónica,17971
711,43,Masculino,51398,12,4,26,Deportes,11785
712,18,Masculino,141318,37,6,28,Hogar,42833
713,19,Femenino,76416,26,6,20,Electrónica,3851
714,30,Masculino,100115,54,2,36,Deportes,78967
715,43,Masculino,67912,71,10,35,Electrónica,69803
716,48,Femenino,74273,23,10,46,Deportes,62627
717,47,Masculino,136278,76,10,48,Ropa,23364
718,57,Femenino,108833,77,3,37,Hogar,62378
719,21,Femenino,119226,21,8,50,Deportes,77263
720,69,Masculino,72651,58,5,30,Electrónica,10311
721,27,Masculino,114848,66,10,38,Alimentos,91258
722,45,Masculino,127989,99,1,42,Hogar,68399
723,20,Masculino,48504,27,3,28,Alimentos,65854
724,21,Masculino,114762,28,3,7,Deportes,39754
725,48,Femenino,108563,3,8,39,Ropa,1572
726,40,Masculino,105994,39,9,17,Hogar,34721
727,18,Masculino,84764,2,6,49,Hogar,34851
728,28,Otro,53503,39,5,30,Alimentos,59164
729,50,Masculino,86985,77,8,11,Deportes,9641
730,19,Masculino,85349,77,8,29,Hogar,38104
731,53,Femenino,52855,12,5,33,Alimentos,44409
732,29,Otro,66264,85,2,8,Electrónica,7433
733,49,Masculino,56707,6,8,29,Electrónica,60453
734,23,Otro,66886,7,6,40,Electrónica,32264
735,38,Otro,115537,10,7,25,Ropa,63299
736,52,Femenino,130875,76,10,14,Ropa,97939
737,28,Masculino,104971,74,4,10,Ropa,29717
738,18,Femenino,136320,52,5,42,Electrónica,89119
739,61,Masculino,113380,27,2,17,Electrónica,1775
740,62,Femenino,119083,18,4,28,Electrónica,31778
741,50,Femenino,50944,24,3,36,Electrónica,12122
742,45,Otro,30738,38,7,5,Hogar,144
743,64,Masculino,132277,81,5,30,Deportes,50524
744,56,Masculino,90816,20,10,35,Electrónica,80816
745,30,Femenino,64288,93,9,43,Alimentos,82585
746,60,Masculino,34657,99,10,3,Electrónica,9833
747,26,Masculino,44725,40,10,17,Alimentos,30742
748,57,Femenino,58696,69,4,29,Alimentos,57087
749,22,Masculino,73023,30,1,19,Hogar,6617
750,41,Otro,74985,68,8,21,Electrónica,12396
751,63,Masculino,37201,60,6,46,Alimentos,9096
752,31,Masculino,85928,10,2,40,Hogar,341
753,28,Otro,129367,4,1,44,Electrónica,55961
754,52,Masculino,49342,77,7,29,Alimentos,62286
755,61,Masculino,59583,11,8,27,Ropa,74456
756,30,Femenino,111050,61,10,32,Electrónica,21388
757,19,Femenino,129687,78,3,43,Hogar,67967
758,35,Masculino,94896,36,6,4,Hogar,10223
759,64,Otro,130443,29,1,17,Hogar,83567
760,27,Masculino,80545,63,6,46,Deportes,57598
761,47,Masculino,112510,1,2,10,Hogar,6182
762,57,Masculino,145190,42,9,8,Deportes,97183
763,63,Masculino,115204,12,2,19,Hogar,91059
764,61,Femenino,116123,96,2,27,Deportes,84495
765,40,Otro,108344,87,2,13,Electrónica,89228
766,41,Otro,74198,84,1,50,Ropa,6051
767,45,Masculino,62582,1,6,46,Ropa,29811
768,33,Masculino,92798,80,3,44,Alimentos,36785
769,19,Masculino,85583,61,5,43,Deportes,31635
770,61,Masculino,32692,18,8,28,Alimentos,70933
771,55,Masculino,53069,3,10,43,Ropa,77797
772,26,Femenino,79842,78,9,5,Ropa,55741
773,51,Femenino,70099,42,7,12,Alimentos,48156
774,52,Masculino,52167,19,5,50,Hogar,96155
775,24,Masculino,51225,21,6,31,Deportes,23564
776,31,Femenino,123947,25,2,39,Alimentos,35567
777,19,Masculino,45781,93,6,43,Deportes,41299
778,46,Femenino,78023,83,7,28,Deportes,27015
779,56,Masculino,43031,56,2,15,Electrónica,83079
780,65,Masculino,80686,2,8,30,Deportes,4918
781,53,Masculino,147355,10,2,38,Hogar,8663
782,22,Masculino,118840,32,9,9,Electrónica,81914
783,39,Masculino,71987,42,5,35,Ropa,19661
784,47,Masculino,64229,74,5,22,Alimentos,43895
785,45,Femenino,88366,22,10,24,Electrónica,25364
786,30,Masculino,43192,61,1,27,Deportes,61439
787,57,Masculino,56547,65,10,43,Alimentos,68683
788,33,Masculino,38558,71,8,22,Hogar,22373
789,25,Femenino,52575,77,5,13,Ropa,11222
790,61,Masculino,96409,66,1,32,Deportes,67493
791,59,Femenino,97756,89,6,3,Hogar,31874
792,18,Masculino,140475,38,8,7,Deportes,44242
793,63,Femenino,123481,26,1,26,Hogar,38651
794,50,Masculino,103921,58,2,3,Electrónica,68732
795,33,Femenino,45432,11,4,42,Electrónica,99034
796,47,Masculino,92114,17,7,8,Hogar,99715
797,47,Masculino,86651,54,3,49,Hogar,67841
798,68,Masculino,44597,3,1,36,Deportes,74373
799,25,Masculino,107042,27,1,32,Ropa,64879
800,35,Masculino,114874,40,3,15,Deportes,33355
801,61,Masculino,69791,33,8,1,Deportes,16539
802,51,Masculino,107033,96,3,42,Alimentos,99217
803,64,Masculino,127745,72,2,11,Alimentos,19217
804,59,Femenino,58656,47,6,6,Alimentos,24607
805,51,Femenino,97660,3,7,30,Deportes,14566
806,49,Masculino,69864,92,10,25,Alimentos,52278
807,24,Masculino,68172,6,1,28,Ropa,4453
808,33,Masculino,127302,43,1,40,Alimentos,78552
809,46,Masculino,91845,35,8,49,Electrónica,53723
810,35,Masculino,83547,27,7,40,Electrónica,57008
811,27,Femenino,78001,50,5,17,Hogar,11703
812,53,Masculino,76842,73,6,35,Hogar,70161
813,19,Masculino,68304,9,10,28,Deportes,86457
814,56,Masculino,145028,2,10,32,Hogar,84956
815,53,Femenino,58486,87,8,23,Hogar,40935
816,50,Masculino,143612,71,9,28,Alimentos,37269
817,37,Femenino,115734,87,2,50,Alimentos,6464
818,69,Masculino,129445,32,3,6,Hogar,4219
819,46,Masculino,58692,2,9,22,Hogar,23066
820,52,Masculino,73723,69,10,19,Deportes,32192
821,41,Masculino,37547,72,3,24,Alimentos,89746
822,26,Femenino,34901,31,7,9,Alimentos,6678
823,69,Masculino,85068,54,6,24,Deportes,84668
824,38,Femenino,81244,57,5,3,Hogar,30159
825,30,Femenino,121358,16,1,2,Electrónica,1227
826,48,Masculino,111795,41,9,17,Alimentos,11619
827,62,Masculino,88975,58,6,24,Deportes,92121
828,34,Masculino,43316,72,7,13,Electrónica,27488
829,37,Masculino,112949,33,8,40,Hogar,42407
830,28,Masculino,136418,17,5,17,Hogar,76553
831,43,Femenino,76811,26,1,33,Hogar,8365
832,69,Masculino,81964,22,1,3,Hogar,8392
833,43,Femenino,85487,71,7,49,Deportes,62526
834,38,Masculino,101111,98,8,35,Ropa,73801
835,41,Femenino,68147,75,2,33,Alimentos,55335
836,30,Masculino,42089,29,3,3,Hogar,53652
837,69,Femenino,106629,4,7,9,Alimentos,44322
838,57,Masculino,98928,80,3,33,Electrónica,93498
839,43,Masculino,90687,9,5,24,Deportes,53125
840,58,Femenino,68764,96,6,31,Alimentos,72366
841,40,Masculino,125996,64,6,15,Ropa,58395
842,33,Femenino,96916,23,6,12,Deportes,37349
843,50,Masculino,149578,28,2,39,Hogar,83934
844,43,Masculino,140638,62,10,18,Hogar,7852
845,45,Femenino,57615,30,5,15,Electrónica,99809
846,60,Masculino,61376,97,8,9,Electrónica,79384
847,22,Masculino,134801,47,1,49,Alimentos,29292
848,60,Masculino,111784,31,1,14,Ropa,12212
849,56,Femenino,86142,87,7,8,Deportes,29196
850,48,Femenino,126398,19,1,18,Ropa,31108
851,51,Masculino,59566,25,5,22,Alimentos,84703
852,64,Femenino,63123,88,1,16,Alimentos,33095
853,22,Masculino,120644,75,1,4,Ropa,45611
854,27,Femenino,40595,84,6,15,Alimentos,26876
855,18,Masculino,30102,35,2,6,Deportes,73927
856,45,Masculino,135627,67,2,46,Alimentos,52416
857,19,Femenino,90561,75,10,23,Hogar,86623
858,67,Masculino,115470,56,4,6,Ropa,15174
859,22,Masculino,62752,2,10,22,Electrónica,46936
860,22,Masculino,46866,3,7,46,Electrónica,73744
861,21,Masculino,145884,3,4,25,Hogar,67693
862,20,Masculino,79899,64,7,46,Ropa,1299
863,42,Masculino,77292,73,10,43,Alimentos,78766
864,41,Masculino,92371,28,10,48,Electrónica,59496
865,57,Masculino,106632,26,1,17,Alimentos,61098
866,22,Masculino,48068,57,2,24,Electrónica,68302
867,68,Masculino,35122,72,6,33,Deportes,98384
868,51,Masculino,83467,83,1,19,Ropa,3088
869,49,Femenino,61376,47,5,16,Hogar,24125
870,57,Masculino,112212,6,6,44,Hogar,31264
871,57,Femenino,128481,86,10,40,Hogar,72715
872,63,Masculino,33546,18,9,31,Deportes,1918
873,42,Femenino,127546,54,1,31,Ropa,48472
874,35,Masculino,121037,70,1,28,Alimentos,30408
875,25,Femenino,76606,99,10,32,Hogar,4724
876,60,Masculino,120195,68,9,26,Deportes,60021
877,51,Femenino,127950,27,3,45,Hogar,41276
878,45,Femenino,51646,61,5,41,Hogar,24641
879,51,Masculino,80995,68,1,18,Deportes,86354
880,59,Masculino,97355,63,2,22,Alimentos,32918
881,47,Femenino,133264,93,2,21,Alimentos,1101
882,61,Masculino,49557,22,6,12,Ropa,67813
883,62,Masculino,97909,100,1,5,Hogar,43963
884,50,Femenino,59695,70,5,6,Ropa,24199
885,58,Masculino,149723,70,9,23,Electrónica,37459
886,26,Masculino,113532,70,7,28,Deportes,67969
887,60,Masculino,98882,38,2,28,Alimentos,94014
888,29,Masculino,149973,2,2,19,Alimentos,4371
889,33,Masculino,146269,92,6,10,Deportes,48686
890,60,Masculino,73059,77,3,31,Ropa,58115
891,22,Masculino,87909,19,7,39,Deportes,2052
892,66,Masculino,40932,5,1,48,Deportes,54606
893,24,Femenino,60763,92,5,29,Hogar,3207
894,63,Masculino,119492,25,8,40,Deportes,7581
895,27,Masculino,128640,3,5,2,Hogar,14052
896,53,Masculino,137307,34,1,26,Deportes,95212
897,32,Masculino,81701,96,9,49,Electrónica,7745
898,64,Masculino,82140,57,3,7,Hogar,9797
899,48,Masculino,134463,32,2,7,Electrónica,5351
900,52,Femenino,41544,1,10,46,Hogar,72052
901,57,Femenino,135440,46,8,3,Hogar,44246
902,55,Femenino,72193,39,2,6,Hogar,20744
903,33,Otro,106771,23,7,3,Deportes,6098
904,64,Femenino,122557,87,2,5,Alimentos,34459
905,64,Masculino,139658,77,6,26,Deportes,7197
906,25,Masculino,130604,100,4,41,Electrónica,35545
907,62,Otro,113706,19,1,13,Hogar,42768
908,59,Otro,141567,27,8,30,Deportes,9596
909,27,Femenino,89618,49,8,12,Alimentos,83105
910,55,Otro,45562,68,3,30,Alimentos,62834
911,66,Femenino,55154,93,3,19,Electrónica,68488
912,54,Masculino,69676,9,7,30,Ropa,93268
913,38,Masculino,45551,100,10,22,Electrónica,9963
914,55,Masculino,109314,72,10,47,Electrónica,43897
915,18,Otro,69502,83,6,32,Deportes,23683
916,26,Masculino,131020,23,7,22,Alimentos,84488
917,49,Otro,30523,83,4,38,Electrónica,56448
918,36,Femenino,45458,74,6,19,Alimentos,13523
919,28,Otro,57107,82,5,2,Hogar,27117
920,60,Otro,44555,84,7,28,Electrónica,67842
921,66,Masculino,122436,73,7,47,Hogar,66662
922,58,Masculino,105157,51,3,27,Ropa,34439
923,68,Masculino,107702,73,4,2,Deportes,13603
924,20,Masculino,88778,56,2,28,Alimentos,24093
925,53,Otro,32539,22,6,42,Hogar,53606
926,39,Femenino,53091,41,9,3,Alimentos,1245
927,46,Otro,46368,11,7,17,Hogar,86905
928,28,Masculino,134592,43,10,25,Ropa,55704
929,35,Masculino,48768,43,2,5,Electrónica,74674
930,42,Otro,128064,8,8,44,Alimentos,3165
931,59,Masculino,48329,6,8,26,Hogar,3676
932,31,Otro,30969,32,9,11,Deportes,56247
933,18,Masculino,117893,84,3,24,Electrónica,41327
934,47,Masculino,138152,53,2,38,Alimentos,12908
935,48,Otro,129592,2,3,26,Ropa,74846
936,51,Masculino,148784,17,1,50,Hogar,30281
937,43,Femenino,42201,76,1,50,Hogar,10648
938,64,Femenino,65498,23,5,24,Ropa,35194
939,37,Masculino,70213,84,3,37,Hogar,78553
940,56,Femenino,51736,3,9,25,Hogar,66601
941,54,Masculino,33706,64,9,1,Ropa,37193
942,36,Masculino,33087,69,7,21,Deportes,6518
943,54,Femenino,140081,100,1,25,Electrónica,3051
944,47,Femenino,37014,76,5,34,Electrónica,88018
945,65,Masculino,42779,81,5,38,Ropa,59492
946,59,Masculino,149936,80,7,37,Alimentos,4066
947,60,Femenino,111493,40,10,8,Alimentos,19034
948,21,Femenino,117520,34,3,32,Deportes,25698
949,62,Femenino,128667,37,5,17,Deportes,15062
950,45,Femenino,114390,38,3,9,Alimentos,66325
951,41,Femenino,134487,7,10,50,Electrónica,5561
952,29,Femenino,45164,54,8,45,Alimentos,91562
953,51,Masculino,104830,43,9,36,Deportes,59392
954,44,Masculino,123822,20,4,8,Electrónica,20975
955,30,Masculino,50661,89,9,22,Deportes,63037
956,60,Femenino,48802,68,1,40,Alimentos,29676
957,60,Femenino,56429,69,9,32,Alimentos,89495
958,26,Femenino,41126,37,9,44,Ropa,10064
959,38,Femenino,99054,59,6,4,Alimentos,17422
960,61,Femenino,50349,76,9,42,Ropa,9575
961,23,Femenino,60808,96,2,12,Hogar,23103
962,60,Masculino,98537,71,9,45,Alimentos,72567
963,66,Femenino,72885,1,9,33,Alimentos,65448
964,26,Femenino,109221,91,2,44,Deportes,66005
965,49,Femenino,94218,4,10,5,Electrónica,28736
966,58,Femenino,133888,92,10,14,Hogar,6283
967,46,Femenino,67361,80,6,25,Deportes,35008
968,23,Femenino,74773,16,2,42,Alimentos,62605
969,61,Femenino,38209,79,8,40,Deportes,72423
970,68,Femenino,40471,28,3,33,Alimentos,4089
971,58,Femenino,51913,14,4,21,Hogar,73363
972,41,Masculino,120294,79,5,44,Ropa,94203
973,43,Masculino,130645,34,10,5,Alimentos,83369
974,48,Femenino,75118,84,6,41,Electrónica,71137
975,49,Femenino,79546,26,5,12,Hogar,93573
976,30,Masculino,54930,12,9,13,Electrónica,72488
977,37,Masculino,100314,71,5,19,Alimentos,69274
978,45,Femenino,91381,48,8,16,Deportes,25313
979,66,Femenino,74055,100,6,17,Deportes,3187
980,45,Femenino,135047,11,9,42,Ropa,42293
981,30,Masculino,117373,32,1,49,Hogar,12935
982,59,Femenino,87884,79,9,28,Alimentos,49155
983,68,Femenino,117203,76,7,38,Electrónica,36394
984,51,Femenino,91682,27,9,49,Electrónica,99087
985,35,Femenino,82057,66,4,9,Deportes,68393
986,66,Femenino,78149,2,10,9,Hogar,57927
987,22,Masculino,80049,1,10,47,Deportes,1697
988,26,Masculino,148451,78,5,14,Alimentos,9919
989,26,Masculino,45147,93,1,32,Hogar,75058
990,31,Femenino,45695,36,2,31,Electrónica,86467
991,21,Femenino,80264,41,4,26,Deportes,45893
992,53,Femenino,83578,97,5,50,Deportes,91708
993,22,Femenino,125479,57,8,27,Hogar,13975
994,29,Femenino,64799,42,5,19,Electrónica,96726
995,60,Masculino,71923,25,2,40,Ropa,98697
996,57,Masculino,112170,57,6,1,Ropa,31364
997,23,Femenino,65337,76,10,23,Alimentos,63283
998,23,Masculino,113097,40,5,42,Deportes,7509
999,22,Femenino,113695,63,7,44,Electrónica,50516
1000,36,Femenino,90420,7,2,31,Alimentos,66926
