id,edad_cliente,genero_cliente,ingresos,puntos,tiempo_membresia,num_compras,categoria_preferida,ultima_compra
529,57,Masculino,132824,88,4,50,Deportes,33696
530,27,Masculino,86082,98,2,50,Deportes,35516
531,61,Masculino,131644,100,8,50,Deportes,48704
532,19,Masculino,40330,74,6,33,Hogar,33733
533,36,Masculino,90238,100,4,50,Deportes,41045
534,28,Masculino,78746,100,1,50,Deportes,12257
535,46,Masculino,100183,100,7,50,Deportes,33799
536,62,Femenino,140112,90,4,50,Deportes,42924
537,48,Femenino,111326,100,9,50,Hogar,40104
538,39,Masculino,111130,98,3,50,Alimentos,24565
539,27,Masculino,50452,90,4,38,Electrónica,52866
540,36,Masculino,87196,100,8,50,Alimentos,26595
541,33,Femenino,70622,100,3,50,Electrónica,68220
542,69,Masculino,133864,100,6,50,Ropa,45779
543,68,Femenino,141404,100,7,50,Alimentos,20698
544,66,Femenino,136162,100,4,50,Ropa,35652
545,23,Femenino,57020,100,5,48,Ropa,29129
546,44,Masculino,109242,100,6,50,Alimentos,25158
547,60,Masculino,135705,100,6,50,Electrónica,60453
548,22,Femenino,47298,91,3,39,Hogar,37261
549,39,Masculino,107162,100,6,50,Deportes,35471
550,53,Masculino,131264,100,5,50,Deportes,33520
551,50,Masculino,124340,94,3,50,Electrónica,80569
552,20,Masculino,56884,67,2,39,Ropa,20101
553,69,Masculino,143968,100,9,50,Deportes,41459
554,61,Femenino,150000,89,5,50,Hogar,54223
555,66,Masculino,138491,100,5,50,Deportes,53441
556,25,Femenino,62236,85,1,45,Alimentos,21683
557,45,Masculino,105718,100,4,50,Hogar,42689
558,40,Masculino,93585,100,5,50,Deportes,33519
559,33,Masculino,76100,100,6,50,Hogar,40660
560,63,Masculino,128801,100,6,50,Hogar,38868
561,61,Masculino,134264,100,6,50,Alimentos,35477
562,18,Masculino,48684,98,6,44,Alimentos,7253
563,23,Masculino,61260,85,1,50,Alimentos,10815
564,56,Masculino,122385,100,4,50,Electrónica,72547
565,68,Masculino,148777,100,9,50,Electrónica,88932
566,29,Masculino,83955,100,3,50,Ropa,29816
567,22,Masculino,56438,90,3,40,Electrónica,38926
568,45,Femenino,105124,98,7,50,Hogar,44282
569,29,Femenino,80736,100,5,50,Alimentos,21718
570,18,Masculino,47367,78,3,33,Ropa,28499
571,36,Femenino,79742,100,4,50,Electrónica,63268
572,19,Masculino,48188,83,4,35,Electrónica,72468
573,40,Femenino,103733,100,7,50,Alimentos,26878
574,48,Masculino,109578,100,7,50,Ropa,42154
575,49,Masculino,121009,93,2,50,Ropa,44123
576,51,Femenino,107807,80,2,50,Electrónica,71206
577,32,Femenino,95401,100,4,50,Alimentos,13428
578,64,Masculino,148907,100,10,50,Electrónica,69386
579,21,Femenino,51127,92,4,41,Electrónica,56533
580,51,Femenino,124171,90,4,50,Alimentos,31891
581,46,Masculino,92586,100,9,50,Ropa,34573
582,19,Masculino,38393,69,3,22,Electrónica,67149
583,33,Masculino,84656,100,4,50,Hogar,36197
584,30,Masculino,70226,100,5,50,Ropa,36737
585,51,Femenino,127330,100,6,50,Deportes,37250
586,62,Masculino,150000,100,5,50,Electrónica,84988
587,20,Masculino,41285,34,1,22,Alimentos,15771
588,47,Masculino,108463,100,7,50,Hogar,54336
589,29,Masculino,79419,94,3,50,Ropa,15963
590,33,Masculino,101800,96,3,50,Deportes,27029
591,53,Masculino,114299,99,2,50,Electrónica,76154
592,22,Masculino,60116,100,2,50,Deportes,30135
593,62,Femenino,150000,100,8,50,Deportes,48395
594,29,Masculino,62434,100,5,50,Deportes,20816
595,28,Masculino,63145,100,5,50,Alimentos,18334
596,46,Masculino,110463,100,5,50,Hogar,48382
597,50,Masculino,116190,100,7,50,Hogar,43147
598,56,Masculino,136588,100,7,50,Electrónica,82833
599,41,Masculino,107075,90,6,50,Ropa,45758
600,52,Masculino,107900,100,6,50,Deportes,47924
601,53,Femenino,128439,100,9,50,Alimentos,37779
602,20,Masculino,46677,100,5,39,Electrónica,60723
603,33,Femenino,97270,92,5,50,Ropa,33781
604,47,Masculino,110352,100,3,50,Hogar,44176
605,18,Femenino,38445,65,5,28,Electrónica,60944
606,39,Masculino,105670,100,5,50,Hogar,42487
607,30,Masculino,86741,90,5,50,Hogar,29247
608,41,Masculino,108933,100,4,50,Hogar,50016
609,53,Masculino,110130,100,5,50,Electrónica,64240
610,23,Femenino,64142,98,4,47,Hogar,28147
611,42,Femenino,96066,100,5,50,Hogar,39556
612,33,Femenino,87917,100,7,50,Electrónica,82870
613,60,Masculino,121061,100,5,50,Hogar,41865
614,64,Femenino,140192,100,5,50,Ropa,39717
615,69,Masculino,134041,90,6,50,Electrónica,75059
616,43,Masculino,97256,100,5,50,Alimentos,32768
617,29,Masculino,83724,100,9,50,Ropa,15248
618,53,Masculino,127475,92,2,50,Deportes,28332
619,29,Masculino,71774,100,4,50,Alimentos,33208
620,53,Masculino,138361,100,5,50,Deportes,45079
621,20,Masculino,47909,59,3,26,Electrónica,54865
622,33,Masculino,87589,100,6,50,Deportes,29561
623,30,Femenino,80795,95,4,50,Ropa,29709
624,59,Masculino,127223,100,10,50,Ropa,52214
625,41,Masculino,109140,100,5,50,Hogar,54862
626,19,Masculino,43999,100,7,41,Alimentos,15896
627,27,Femenino,66795,98,1,50,Electrónica,54125
628,39,Masculino,113064,97,5,50,Deportes,40430
629,65,Masculino,129135,100,8,50,Alimentos,26859
630,64,Femenino,114460,100,6,50,Hogar,37019
631,47,Femenino,128998,100,5,50,Alimentos,16394
632,29,Femenino,98744,100,3,50,Deportes,18555
633,43,Femenino,103653,100,6,50,Electrónica,65404
634,51,Masculino,104968,100,7,50,Electrónica,64748
635,23,Femenino,56506,88,3,44,Electrónica,61446
636,24,Femenino,59599,89,3,50,Ropa,14794
637,52,Masculino,122166,100,4,50,Hogar,22081
638,34,Femenino,78155,100,4,50,Hogar,26301
639,68,Masculino,145891,100,9,50,Alimentos,33433
640,57,Masculino,135221,95,6,50,Hogar,44957
641,59,Masculino,119350,88,4,50,Deportes,46053
642,34,Femenino,94468,100,6,50,Electrónica,65198
643,64,Femenino,150000,100,5,50,Deportes,49881
644,54,Masculino,128223,100,6,50,Deportes,39396
645,67,Masculino,136964,99,3,50,Alimentos,28314
646,62,Masculino,134597,96,7,50,Electrónica,74199
647,24,Masculino,69212,100,2,50,Electrónica,59068
648,43,Femenino,91724,100,5,50,Alimentos,14483
649,27,Masculino,73480,100,3,50,Deportes,24685
650,47,Masculino,112486,100,6,50,Alimentos,24129
651,27,Femenino,87130,100,2,50,Electrónica,57133
652,32,Masculino,83307,100,6,50,Electrónica,73778
653,41,Masculino,119911,100,7,50,Hogar,49538
654,48,Masculino,107741,100,3,50,Deportes,28516
655,45,Masculino,117785,100,5,50,Alimentos,27062
656,33,Masculino,90175,100,5,50,Ropa,31883
657,27,Masculino,64179,100,5,50,Electrónica,55208
658,61,Masculino,136497,100,3,50,Ropa,41993
659,35,Masculino,102913,100,8,50,Ropa,34156
660,54,Femenino,122261,100,6,50,Deportes,31495
661,69,Femenino,124572,100,9,50,Deportes,30301
662,66,Masculino,139117,100,8,50,Hogar,49613
663,30,Femenino,70253,97,3,50,Alimentos,16696
664,56,Masculino,126194,100,8,50,Alimentos,26184
665,37,Masculino,95766,100,6,50,Hogar,57446
666,31,Masculino,67049,92,6,50,Deportes,31164
667,29,Femenino,61259,100,6,50,Ropa,35716
668,27,Femenino,74839,95,5,50,Deportes,31386
669,52,Masculino,119171,93,7,50,Ropa,54344
670,55,Masculino,104917,100,6,50,Hogar,36471
671,34,Masculino,96739,100,3,50,Hogar,19108
672,30,Masculino,82326,100,3,50,Hogar,30479
673,47,Femenino,108075,100,3,50,Ropa,38640
674,32,Masculino,73024,87,5,50,Electrónica,64447
675,64,Femenino,143697,97,7,50,Hogar,54142
676,64,Femenino,139319,100,5,50,Alimentos,40418
677,51,Femenino,142343,100,8,50,Alimentos,37566
678,63,Masculino,140582,100,6,50,Hogar,56064
679,46,Femenino,116264,100,7,50,Deportes,31105
680,36,Masculino,92773,100,5,50,Ropa,25421
681,49,Masculino,126651,100,5,50,Electrónica,87454
682,61,Masculino,140526,100,6,50,Electrónica,81165
683,27,Femenino,81766,100,6,50,Hogar,32105
684,42,Masculino,102183,100,9,50,Ropa,34980
685,37,Masculino,92581,98,6,50,Hogar,34499
686,30,Masculino,75563,100,3,50,Ropa,22028
687,59,Masculino,139917,92,4,50,Hogar,39332
688,30,Masculino,93360,100,4,50,Deportes,18726
689,69,Masculino,137170,100,7,50,Ropa,44294
690,39,Femenino,95477,100,5,50,Ropa,29582
691,53,Masculino,128127,100,7,50,Alimentos,38257
692,23,Masculino,58588,68,2,34,Electrónica,63801
693,28,Femenino,81743,78,1,50,Alimentos,15320
694,64,Masculino,117409,91,4,50,Deportes,29753
695,45,Masculino,105060,100,5,50,Electrónica,70167
696,61,Masculino,127858,100,9,50,Alimentos,34969
697,36,Femenino,71892,99,5,50,Deportes,30131
698,33,Masculino,78627,100,7,50,Electrónica,66063
699,55,Masculino,119764,89,2,50,Ropa,44069
700,31,Masculino,80590,92,4,50,Electrónica,64244
701,31,Masculino,92417,100,5,50,Alimentos,25554
702,26,Femenino,65569,97,5,50,Electrónica,58183
703,26,Femenino,58498,88,3,47,Hogar,16140
704,52,Femenino,121862,89,1,50,Deportes,34893
705,42,Masculino,116318,100,7,50,Ropa,45772
706,29,Femenino,67016,100,5,50,Ropa,30984
707,47,Femenino,106305,100,5,50,Deportes,36266
708,68,Masculino,145702,100,9,50,Ropa,47251
709,44,Femenino,107181,100,8,50,Ropa,33872
710,43,Femenino,113127,100,5,50,Electrónica,76797
711,43,Masculino,108677,100,4,50,Deportes,35861
712,18,Masculino,51990,72,1,33,Hogar,25552
713,19,Femenino,37984,51,5,22,Electrónica,71210
714,30,Masculino,79766,100,2,50,Deportes,17812
715,43,Masculino,106904,100,7,50,Electrónica,69369
716,48,Femenino,105232,100,8,50,Deportes,47510
717,47,Masculino,101929,100,7,50,Ropa,43349
718,57,Femenino,135172,100,4,50,Hogar,44678
719,21,Femenino,50241,100,6,47,Deportes,23874
720,69,Masculino,132099,100,5,50,Electrónica,78536
721,27,Masculino,71134,100,8,50,Alimentos,1040
722,45,Masculino,122652,100,1,50,Hogar,34858
723,20,Masculino,31348,15,1,2,Alimentos,15508
724,21,Masculino,41430,77,5,30,Deportes,21368
725,48,Femenino,107869,100,8,50,Ropa,41413
726,40,Masculino,116026,100,7,50,Hogar,53532
727,18,Masculino,48218,60,3,27,Hogar,30130
728,28,Otro,80081,100,3,50,Alimentos,7663
729,50,Masculino,110614,100,7,50,Deportes,38611
730,19,Masculino,38724,51,5,20,Hogar,31934
731,53,Femenino,127830,100,6,50,Alimentos,28343
732,29,Otro,76324,100,2,50,Electrónica,59130
733,49,Masculino,124239,100,7,50,Electrónica,93274
734,23,Otro,57611,69,2,36,Electrónica,45232
735,38,Otro,99678,100,5,50,Ropa,32015
736,52,Femenino,123798,100,10,50,Ropa,45450
737,28,Masculino,81675,95,2,50,Ropa,21978
738,18,Femenino,51438,83,3,32,Electrónica,67946
739,61,Masculino,120321,97,4,50,Electrónica,79341
740,62,Femenino,114150,100,6,50,Electrónica,73844
741,50,Femenino,128391,88,4,50,Electrónica,73675
742,45,Otro,121690,100,8,50,Hogar,47190
743,64,Masculino,128489,93,7,50,Deportes,39859
744,56,Masculino,112536,100,7,50,Electrónica,74246
745,30,Femenino,79266,100,7,50,Alimentos,17557
746,60,Masculino,142253,100,8,50,Electrónica,84637
747,26,Masculino,85453,92,6,50,Alimentos,24618
748,57,Femenino,133647,100,6,50,Alimentos,22209
749,22,Masculino,54530,56,1,32,Hogar,23029
750,41,Otro,95362,100,8,50,Electrónica,59466
751,63,Masculino,136903,100,6,50,Alimentos,37661
752,31,Masculino,79707,93,2,50,Hogar,33730
753,28,Otro,64039,67,1,35,Electrónica,65284
754,52,Masculino,142314,100,6,50,Alimentos,22878
755,61,Masculino,150000,100,9,50,Ropa,63209
756,30,Femenino,88599,100,8,50,Electrónica,65833
757,19,Femenino,39012,56,4,26,Hogar,32666
758,35,Masculino,99695,100,8,50,Hogar,48718
759,64,Otro,141932,100,3,50,Hogar,40884
760,27,Masculino,75983,88,5,50,Deportes,22267
761,47,Masculino,127247,95,2,50,Hogar,44551
762,57,Masculino,136218,100,7,50,Deportes,62435
763,63,Masculino,143460,100,4,50,Hogar,51265
764,61,Femenino,139132,100,4,50,Deportes,51371
765,40,Otro,104442,99,2,50,Electrónica,76307
766,41,Otro,87347,100,3,50,Ropa,32373
767,45,Masculino,113253,100,4,50,Ropa,30041
768,33,Masculino,82294,100,4,50,Alimentos,24012
769,19,Masculino,37281,50,2,19,Deportes,12690
770,61,Masculino,150000,100,10,50,Alimentos,49920
771,55,Masculino,143561,100,8,50,Ropa,49581
772,26,Femenino,80008,95,6,50,Ropa,12498
773,51,Femenino,123197,100,5,50,Alimentos,24949
774,52,Masculino,136031,100,8,50,Hogar,55966
775,24,Masculino,63783,100,6,50,Deportes,22527
776,31,Femenino,82725,92,3,50,Alimentos,20701
777,19,Masculino,38959,33,2,20,Deportes,17326
778,46,Femenino,116348,100,7,50,Deportes,28560
779,56,Masculino,129818,100,3,50,Electrónica,74409
780,65,Masculino,126776,98,10,50,Deportes,43406
781,53,Masculino,124839,100,5,50,Hogar,43285
782,22,Masculino,57157,80,6,45,Electrónica,70700
783,39,Masculino,116978,90,2,50,Ropa,29900
784,47,Masculino,124048,100,4,50,Alimentos,28727
785,45,Femenino,111103,100,9,50,Electrónica,76929
786,30,Masculino,82114,89,3,50,Deportes,14654
787,57,Masculino,130898,100,10,50,Alimentos,24933
788,33,Masculino,85474,100,4,50,Hogar,35434
789,25,Femenino,55258,100,4,41,Ropa,39725
790,61,Masculino,133541,100,5,50,Deportes,43850
791,59,Femenino,124585,100,5,50,Hogar,33584
792,18,Masculino,34422,64,5,20,Deportes,3422
793,63,Femenino,139901,100,5,50,Hogar,54441
794,50,Masculino,124396,100,4,50,Electrónica,73945
795,33,Femenino,69720,85,2,50,Electrónica,67589
796,47,Masculino,114896,100,6,50,Hogar,38191
797,47,Masculino,124961,87,4,50,Hogar,47204
798,68,Masculino,150000,95,5,50,Deportes,49637
799,25,Masculino,75733,100,1,50,Ropa,21899
800,35,Masculino,92350,100,3,50,Deportes,25005
801,61,Masculino,127295,100,8,50,Deportes,41485
802,51,Masculino,112647,99,5,50,Alimentos,28619
803,64,Masculino,140776,100,5,50,Alimentos,31418
804,59,Femenino,134714,100,6,50,Alimentos,37893
805,51,Femenino,132486,100,7,50,Deportes,38311
806,49,Masculino,129200,82,6,50,Alimentos,20463
807,24,Masculino,62485,91,2,50,Ropa,36716
808,33,Masculino,76102,100,2,50,Alimentos,8887
809,46,Masculino,111403,100,7,50,Electrónica,70545
810,35,Masculino,93955,100,7,50,Electrónica,69910
811,27,Femenino,68681,100,2,50,Hogar,29823
812,53,Masculino,120099,100,4,50,Hogar,40888
813,19,Masculino,51076,86,6,41,Deportes,23739
814,56,Masculino,124739,100,9,50,Hogar,49421
815,53,Femenino,118147,100,8,50,Hogar,48354
816,50,Masculino,123678,100,7,50,Alimentos,12945
817,37,Femenino,91382,100,4,50,Alimentos,31924
818,69,Masculino,143497,100,7,50,Hogar,51135
819,46,Masculino,116734,100,8,50,Hogar,50858
820,52,Masculino,113620,100,8,50,Deportes,28406
821,41,Masculino,100569,100,1,50,Alimentos,14648
822,26,Femenino,80715,100,6,50,Alimentos,13512
823,69,Masculino,130841,100,9,50,Deportes,53441
824,38,Femenino,78125,100,5,50,Hogar,30500
825,30,Femenino,61618,75,1,40,Electrónica,64978
826,48,Masculino,117937,100,8,50,Alimentos,24527
827,62,Masculino,136153,100,8,50,Deportes,40249
828,34,Masculino,88617,100,7,50,Electrónica,67380
829,37,Masculino,107428,100,5,50,Hogar,50565
830,28,Masculino,50619,89,4,48,Hogar,14423
831,43,Femenino,110863,94,4,50,Hogar,32186
832,69,Masculino,150000,100,5,50,Hogar,38083
833,43,Femenino,97150,100,5,50,Deportes,23518
834,38,Masculino,95257,100,7,50,Ropa,29999
835,41,Femenino,96624,100,4,50,Alimentos,8704
836,30,Masculino,71826,100,3,50,Hogar,25962
837,69,Femenino,136864,100,8,50,Alimentos,19484
838,57,Masculino,143347,100,5,50,Electrónica,73004
839,43,Masculino,125336,100,7,50,Deportes,48245
840,58,Femenino,127152,100,6,50,Alimentos,32099
841,40,Masculino,120021,92,5,50,Ropa,40889
842,33,Femenino,86120,100,5,50,Deportes,21485
843,50,Masculino,136658,100,5,50,Hogar,37785
844,43,Masculino,107960,100,6,50,Hogar,34731
845,45,Femenino,112180,100,4,50,Electrónica,71407
846,60,Masculino,137164,85,6,50,Electrónica,85735
847,22,Masculino,86485,96,1,50,Alimentos,20908
848,60,Masculino,141537,100,3,50,Ropa,47114
849,56,Femenino,121410,100,7,50,Deportes,33744
850,48,Femenino,124896,96,4,50,Ropa,39909
851,51,Masculino,119144,100,5,50,Alimentos,24118
852,64,Femenino,131767,99,5,50,Alimentos,27965
853,22,Masculino,66052,84,1,50,Ropa,36987
854,27,Femenino,70780,100,5,50,Alimentos,2518
855,18,Masculino,48182,53,2,25,Deportes,22329
856,45,Masculino,112626,83,3,50,Alimentos,31298
857,19,Femenino,50329,82,6,42,Hogar,21122
858,67,Masculino,143825,100,8,50,Ropa,43738
859,22,Masculino,40442,68,7,30,Electrónica,59926
860,22,Masculino,63874,94,3,44,Electrónica,59445
861,21,Masculino,46062,44,4,25,Hogar,22295
862,20,Masculino,38894,59,3,24,Ropa,30227
863,42,Masculino,106349,100,9,50,Alimentos,31985
864,41,Masculino,105656,100,9,50,Electrónica,78715
865,57,Masculino,124258,87,4,50,Alimentos,20493
866,22,Masculino,65354,71,2,41,Electrónica,61866
867,68,Masculino,128595,100,7,50,Deportes,34322
868,51,Masculino,118738,100,4,50,Ropa,35943
869,49,Femenino,112536,100,5,50,Hogar,57869
870,57,Masculino,130081,100,7,50,Hogar,49642
871,57,Femenino,131510,100,10,50,Hogar,43999
872,63,Masculino,127729,100,8,50,Deportes,42674
873,42,Femenino,111894,94,2,50,Ropa,25179
874,35,Masculino,92567,85,1,50,Alimentos,7647
875,25,Femenino,47972,69,5,37,Hogar,24034
876,60,Masculino,116248,100,6,50,Deportes,33568
877,51,Femenino,120789,95,5,50,Hogar,51318
878,45,Femenino,109011,100,7,50,Hogar,48004
879,51,Masculino,121469,93,5,50,Deportes,40582
880,59,Masculino,132548,100,3,50,Alimentos,19867
881,47,Femenino,116530,100,5,50,Alimentos,21956
882,61,Masculino,143429,100,9,50,Ropa,51054
883,62,Masculino,125875,100,4,50,Hogar,40572
884,50,Femenino,108827,100,6,50,Ropa,35963
885,58,Masculino,121835,100,6,50,Electrónica,79098
886,26,Masculino,71875,100,5,50,Deportes,22672
887,60,Masculino,145080,92,3,50,Alimentos,32125
888,29,Masculino,73418,97,3,50,Alimentos,24630
889,33,Masculino,64785,97,3,49,Deportes,20522
890,60,Masculino,118539,100,6,50,Ropa,48479
891,22,Masculino,50378,75,6,39,Deportes,28210
892,66,Masculino,134255,90,4,50,Deportes,28695
893,24,Femenino,58500,57,2,40,Hogar,22214
894,63,Masculino,137147,98,6,50,Deportes,35819
895,27,Masculino,69194,100,4,50,Hogar,25491
896,53,Masculino,134744,86,3,50,Deportes,37450
897,32,Masculino,78791,92,5,50,Electrónica,69062
898,64,Masculino,129914,100,6,50,Hogar,56718
899,48,Masculino,121985,95,3,50,Electrónica,75201
900,52,Femenino,108554,100,7,50,Hogar,40726
901,57,Femenino,132507,100,7,50,Hogar,34974
902,55,Femenino,127423,100,6,50,Hogar,47833
903,33,Otro,84473,93,6,50,Deportes,29293
904,64,Femenino,150000,100,5,50,Alimentos,34995
905,64,Masculino,132075,96,8,50,Deportes,57190
906,25,Masculino,85043,100,2,50,Electrónica,71933
907,62,Otro,132346,88,4,50,Hogar,52006
908,59,Otro,119807,100,8,50,Deportes,32791
909,27,Femenino,71129,96,5,50,Alimentos,11345
910,55,Otro,116814,91,5,50,Alimentos,25149
911,66,Femenino,131009,100,5,50,Electrónica,71765
912,54,Masculino,130248,100,8,50,Ropa,48515
913,38,Masculino,103675,100,8,50,Electrónica,76183
914,55,Masculino,122400,93,5,50,Electrónica,67525
915,18,Otro,53062,72,5,44,Deportes,30812
916,26,Masculino,79693,95,1,50,Alimentos,13691
917,49,Otro,130727,100,4,50,Electrónica,64022
918,36,Femenino,97540,100,6,50,Alimentos,21864
919,28,Otro,85446,100,4,50,Hogar,37313
920,60,Otro,115448,100,6,50,Electrónica,81297
921,66,Masculino,136414,100,7,50,Hogar,48117
922,58,Masculino,123872,100,6,50,Ropa,47289
923,68,Masculino,141748,93,4,50,Deportes,42060
924,20,Masculino,46732,72,3,31,Alimentos,3621
925,53,Otro,122305,100,6,50,Hogar,36214
926,39,Femenino,116240,100,6,50,Alimentos,34534
927,46,Otro,111248,100,6,50,Hogar,51860
928,28,Masculino,78399,92,5,50,Ropa,31927
929,35,Masculino,89910,89,4,50,Electrónica,76877
930,42,Otro,106056,100,8,50,Alimentos,33648
931,59,Masculino,132854,98,6,50,Hogar,53417
932,31,Otro,84935,100,6,50,Deportes,22843
933,18,Masculino,56163,78,1,38,Electrónica,71092
934,47,Masculino,130827,100,5,50,Alimentos,32903
935,48,Otro,118962,100,3,50,Ropa,34623
936,51,Masculino,127706,100,5,50,Hogar,41728
937,43,Femenino,96942,100,3,50,Hogar,38879
938,64,Femenino,135384,100,5,50,Ropa,31537
939,37,Masculino,104963,100,3,50,Hogar,43889
940,56,Femenino,135569,100,7,50,Hogar,43603
941,54,Masculino,128579,100,7,50,Ropa,46208
942,36,Masculino,102253,100,6,50,Deportes,29695
943,54,Femenino,129592,91,2,50,Electrónica,72004
944,47,Femenino,125303,100,3,50,Electrónica,68536
945,65,Masculino,141104,100,6,50,Ropa,44468
946,59,Masculino,129599,100,5,50,Alimentos,42083
947,60,Femenino,135398,100,8,50,Alimentos,42933
948,21,Femenino,30000,1,1,6,Deportes,26824
949,62,Femenino,137821,100,5,50,Deportes,40637
950,45,Femenino,78164,100,7,50,Alimentos,24520
951,41,Femenino,87889,100,8,50,Electrónica,77836
952,29,Femenino,79866,100,6,50,Alimentos,12207
953,51,Masculino,126698,100,6,50,Deportes,38624
954,44,Masculino,100213,100,4,50,Electrónica,56107
955,30,Masculino,73466,100,7,50,Deportes,35354
956,60,Femenino,144710,82,3,50,Alimentos,44910
957,60,Femenino,128019,100,10,50,Alimentos,34041
958,26,Femenino,87961,100,5,50,Ropa,17068
959,38,Femenino,97158,100,5,50,Alimentos,25395
960,61,Femenino,137072,100,8,50,Ropa,40308
961,23,Femenino,73852,100,2,50,Hogar,25940
962,60,Masculino,135054,100,8,50,Alimentos,37542
963,66,Femenino,128754,100,9,50,Alimentos,34438
964,26,Femenino,66787,89,2,47,Deportes,18385
965,49,Femenino,117480,100,7,50,Electrónica,71424
966,58,Femenino,117892,100,10,50,Hogar,49950
967,46,Femenino,110473,98,6,50,Deportes,32437
968,23,Femenino,52620,60,2,35,Alimentos,4264
969,61,Femenino,141719,100,8,50,Deportes,42415
970,68,Femenino,139487,100,7,50,Alimentos,35588
971,58,Femenino,127630,90,5,50,Hogar,45141
972,41,Masculino,103944,100,5,50,Ropa,25854
973,43,Masculino,110808,100,8,50,Alimentos,34306
974,48,Femenino,121726,100,8,50,Electrónica,58811
975,49,Femenino,108803,97,4,50,Hogar,37781
976,30,Masculino,70501,100,7,50,Electrónica,60445
977,37,Masculino,106442,100,2,50,Alimentos,21381
978,45,Femenino,107289,100,7,50,Deportes,39477
979,66,Femenino,125023,100,9,50,Deportes,49655
980,45,Femenino,114994,100,8,50,Ropa,36393
981,30,Masculino,84045,100,2,50,Hogar,37117
982,59,Femenino,117524,100,8,50,Alimentos,30353
983,68,Femenino,141240,100,8,50,Electrónica,70648
984,51,Femenino,127520,99,8,50,Electrónica,92666
985,35,Femenino,93869,94,3,50,Deportes,18278
986,66,Femenino,143463,100,9,50,Hogar,57094
987,22,Masculino,45237,72,6,37,Deportes,26400
988,26,Masculino,72254,100,3,50,Alimentos,15133
989,26,Masculino,66551,100,1,49,Hogar,24683
990,31,Femenino,76555,88,1,50,Electrónica,66018
991,21,Femenino,61235,100,3,50,Deportes,9657
992,53,Femenino,137113,98,6,50,Deportes,41185
993,22,Femenino,72524,100,5,50,Hogar,29320
994,29,Femenino,87633,99,5,50,Electrónica,62124
995,60,Masculino,132887,100,5,50,Ropa,45641
996,57,Masculino,133674,100,7,50,Ropa,52369
997,23,Femenino,66201,100,7,50,Alimentos,13359
998,23,Masculino,61891,99,3,50,Deportes,26201
999,22,Femenino,57552,92,4,47,Electrónica,59951
1000,36,Femenino,100189,96,6,50,Alimentos,16605
