id,edad_cliente,genero_cliente,ingresos,puntos,tiempo_membresia,num_compras,categoria_preferida,ultima_compra,ventas_total,transacciones,items_total,ticket_prom
367,65,Femenino,65576,91,5,12,Ropa,78255,NA,NA,NA,NA
368,53,Femenino,130474,74,10,39,Hogar,21792,NA,NA,NA,NA
369,63,Masculino,77411,20,2,37,Deportes,64838,NA,NA,NA,NA
370,23,Femenino,30751,99,9,26,Electrónica,6969,NA,NA,NA,NA
371,20,Masculino,87520,93,4,3,Alimentos,45987,NA,NA,NA,NA
372,39,Femenino,53805,71,5,16,Deportes,37203,NA,NA,NA,NA
373,30,Masculino,80320,91,1,31,Electrónica,93097,NA,NA,NA,NA
374,64,Masculino,84380,69,10,28,Deportes,21208,NA,NA,NA,NA
375,33,Femenino,58367,11,4,29,Alimentos,82687,NA,NA,NA,NA
376,25,Femenino,56110,36,5,42,Electrónica,38997,NA,NA,NA,NA
377,46,Masculino,123037,100,1,9,Hogar,61774,NA,NA,NA,NA
378,45,Femenino,110174,87,5,32,Hogar,38815,NA,NA,NA,NA
379,41,Femenino,30074,95,8,19,Ropa,7882,NA,NA,NA,NA
380,59,Masculino,140349,75,2,6,Deportes,38364,NA,NA,NA,NA
381,67,Femenino,104036,56,10,37,Deportes,99898,NA,NA,NA,NA
382,68,Masculino,93926,45,5,22,Electrónica,1914,NA,NA,NA,NA
383,65,Masculino,124796,4,5,38,Deportes,24796,NA,NA,NA,NA
384,46,Masculino,120914,1,1,41,Hogar,3299,NA,NA,NA,NA
385,38,Masculino,78829,73,7,20,Deportes,66525,NA,NA,NA,NA
386,69,Masculino,105810,57,6,28,Alimentos,98594,NA,NA,NA,NA
387,51,Femenino,105658,49,9,9,Electrónica,78555,NA,NA,NA,NA
388,25,Femenino,100053,6,5,33,Electrónica,83257,NA,NA,NA,NA
389,34,Masculino,118622,99,4,47,Deportes,12221,NA,NA,NA,NA
390,37,Masculino,65343,89,3,2,Electrónica,66823,NA,NA,NA,NA
391,67,Femenino,101759,57,3,19,Deportes,67051,NA,NA,NA,NA
392,28,Masculino,59278,60,2,8,Hogar,36241,NA,NA,NA,NA
393,55,Femenino,127542,79,8,12,Ropa,6326,NA,NA,NA,NA
394,69,Femenino,74331,83,9,11,Ropa,34163,NA,NA,NA,NA
395,69,Femenino,119075,40,8,44,Hogar,86672,NA,NA,NA,NA
396,54,Masculino,87418,21,2,27,Alimentos,84676,NA,NA,NA,NA
397,23,Masculino,37713,11,8,31,Electrónica,48124,NA,NA,NA,NA
398,48,Masculino,36282,14,10,3,Deportes,21043,NA,NA,NA,NA
399,19,Femenino,69790,3,9,38,Alimentos,59663,NA,NA,NA,NA
400,41,Femenino,147962,90,2,9,Ropa,68861,NA,NA,NA,NA
401,32,Masculino,86268,96,3,21,Electrónica,64336,NA,NA,NA,NA
402,63,Masculino,149062,66,9,7,Ropa,44111,NA,NA,NA,NA
403,40,Otro,127948,29,6,26,Alimentos,14478,NA,NA,NA,NA
404,36,Masculino,30121,39,10,16,Alimentos,23308,NA,NA,NA,NA
405,21,Masculino,42889,12,2,20,Hogar,78992,NA,NA,NA,NA
406,29,Otro,141369,42,10,16,Hogar,86254,NA,NA,NA,NA
407,24,Otro,119844,78,4,6,Alimentos,57231,NA,NA,NA,NA
408,40,Otro,135305,54,8,29,Ropa,8316,NA,NA,NA,NA
409,63,Femenino,70967,59,6,10,Hogar,95405,NA,NA,NA,NA
410,20,Femenino,98213,12,5,37,Hogar,90224,NA,NA,NA,NA
411,43,Femenino,89856,96,3,2,Ropa,11447,NA,NA,NA,NA
412,61,Masculino,80988,34,8,14,Ropa,93786,NA,NA,NA,NA
413,19,Femenino,105731,9,7,10,Hogar,42108,NA,NA,NA,NA
414,69,Femenino,117737,6,4,9,Alimentos,87751,NA,NA,NA,NA
415,57,Masculino,52164,53,3,36,Alimentos,71084,NA,NA,NA,NA
416,38,Masculino,51327,62,5,24,Deportes,64543,NA,NA,NA,NA
417,52,Masculino,101105,11,9,2,Hogar,71472,NA,NA,NA,NA
418,51,Femenino,97565,48,10,31,Ropa,6569,NA,NA,NA,NA
419,64,Masculino,71594,40,4,42,Ropa,48773,NA,NA,NA,NA
420,46,Masculino,60671,57,5,48,Hogar,81769,NA,NA,NA,NA
421,46,Femenino,90871,56,4,39,Ropa,59297,NA,NA,NA,NA
422,56,Masculino,36843,46,7,12,Hogar,2215,NA,NA,NA,NA
423,62,Femenino,96260,30,6,45,Electrónica,15913,NA,NA,NA,NA
424,56,Masculino,134502,46,5,5,Alimentos,39449,NA,NA,NA,NA
425,41,Masculino,67039,100,1,36,Electrónica,17868,NA,NA,NA,NA
426,40,Masculino,142251,90,10,14,Electrónica,86652,NA,NA,NA,NA
427,47,Femenino,49336,11,10,11,Deportes,87717,NA,NA,NA,NA
428,54,Masculino,90780,24,3,46,Alimentos,82465,NA,NA,NA,NA
429,20,Masculino,49308,29,6,19,Electrónica,35164,NA,NA,NA,NA
430,64,Masculino,124369,74,2,3,Hogar,2754,NA,NA,NA,NA
431,40,Masculino,99618,80,4,22,Alimentos,1504,NA,NA,NA,NA
432,29,Femenino,133291,52,4,42,Ropa,91628,NA,NA,NA,NA
433,44,Femenino,100832,90,8,39,Electrónica,769,NA,NA,NA,NA
434,57,Masculino,60668,66,6,28,Electrónica,9846,NA,NA,NA,NA
435,32,Femenino,69782,76,1,9,Hogar,80328,NA,NA,NA,NA
436,52,Masculino,136827,87,5,20,Deportes,32229,NA,NA,NA,NA
437,48,Masculino,51565,44,5,20,Alimentos,55248,NA,NA,NA,NA
438,47,Femenino,95033,25,3,35,Electrónica,27338,NA,NA,NA,NA
439,63,Femenino,118402,74,3,12,Deportes,82804,NA,NA,NA,NA
440,23,Femenino,130546,71,9,36,Deportes,79933,NA,NA,NA,NA
441,46,Masculino,68970,50,9,46,Ropa,39235,NA,NA,NA,NA
442,26,Femenino,84460,45,1,33,Ropa,21967,NA,NA,NA,NA
443,47,Masculino,138199,79,10,43,Electrónica,17138,NA,NA,NA,NA
444,62,Masculino,59481,30,4,35,Ropa,121,NA,NA,NA,NA
445,62,Femenino,75974,68,4,46,Alimentos,18009,NA,NA,NA,NA
446,53,Masculino,56570,29,7,37,Electrónica,43265,NA,NA,NA,NA
447,27,Masculino,68689,83,8,33,Alimentos,78258,NA,NA,NA,NA
448,31,Femenino,46106,72,7,2,Deportes,5982,NA,NA,NA,NA
449,50,Masculino,46524,1,4,7,Hogar,37162,NA,NA,NA,NA
450,48,Masculino,60382,13,3,27,Electrónica,69459,NA,NA,NA,NA
451,24,Masculino,147555,65,4,28,Alimentos,43484,NA,NA,NA,NA
452,45,Femenino,93800,33,10,32,Deportes,39145,NA,NA,NA,NA
453,30,Masculino,35565,83,8,17,Electrónica,23879,NA,NA,NA,NA
454,27,Masculino,143992,31,2,32,Hogar,9941,NA,NA,NA,NA
455,28,Masculino,126571,82,10,8,Electrónica,2612,NA,NA,NA,NA
456,61,Masculino,57851,46,3,5,Ropa,60429,NA,NA,NA,NA
457,30,Masculino,120083,47,1,49,Electrónica,44312,NA,NA,NA,NA
458,62,Masculino,32827,69,8,2,Alimentos,46837,NA,NA,NA,NA
459,30,Masculino,100399,96,2,5,Ropa,70564,NA,NA,NA,NA
460,55,Femenino,105647,94,1,14,Deportes,73791,NA,NA,NA,NA
461,41,Masculino,141605,100,4,20,Hogar,69302,NA,NA,NA,NA
462,57,Femenino,46563,86,4,24,Electrónica,80046,NA,NA,NA,NA
463,53,Masculino,37569,18,8,50,Ropa,63492,NA,NA,NA,NA
464,65,Femenino,138529,87,10,14,Deportes,46161,NA,NA,NA,NA
465,54,Femenino,40858,48,6,20,Ropa,3488,NA,NA,NA,NA
466,69,Masculino,143640,14,8,2,Ropa,38739,NA,NA,NA,NA
467,25,Masculino,99668,1,1,50,Alimentos,93786,NA,NA,NA,NA
468,54,Masculino,32276,73,2,44,Ropa,55458,NA,NA,NA,NA
469,32,Masculino,100736,84,10,32,Alimentos,86393,NA,NA,NA,NA
470,53,Masculino,139508,92,6,39,Ropa,17299,NA,NA,NA,NA
471,32,Masculino,38683,59,10,47,Alimentos,84685,NA,NA,NA,NA
472,35,Masculino,42390,27,3,41,Electrónica,78131,NA,NA,NA,NA
473,53,Femenino,104435,42,4,34,Hogar,79581,NA,NA,NA,NA
474,54,Femenino,111261,56,1,44,Alimentos,21609,NA,NA,NA,NA
475,36,Masculino,112674,12,7,35,Alimentos,59032,NA,NA,NA,NA
476,38,Masculino,144083,23,1,28,Alimentos,15815,NA,NA,NA,NA
477,42,Masculino,115342,19,4,47,Deportes,1369,NA,NA,NA,NA
478,48,Masculino,143424,24,3,22,Hogar,59494,NA,NA,NA,NA
479,58,Femenino,137836,19,9,21,Electrónica,17239,NA,NA,NA,NA
480,19,Femenino,35529,62,4,24,Ropa,17769,NA,NA,NA,NA
481,54,Masculino,105641,17,9,37,Deportes,17381,NA,NA,NA,NA
482,65,Masculino,120542,52,3,36,Ropa,7022,NA,NA,NA,NA
483,44,Femenino,43069,55,6,33,Alimentos,50134,NA,NA,NA,NA
484,40,Masculino,61052,44,4,17,Alimentos,13519,NA,NA,NA,NA
485,65,Masculino,39113,85,9,42,Hogar,96487,NA,NA,NA,NA
486,66,Masculino,91672,71,5,9,Ropa,104,NA,NA,NA,NA
487,22,Femenino,104781,64,8,38,Hogar,15148,NA,NA,NA,NA
488,47,Masculino,124597,67,9,8,Ropa,88533,NA,NA,NA,NA
489,26,Femenino,96845,19,1,5,Hogar,15489,NA,NA,NA,NA
490,19,Femenino,113254,38,5,35,Ropa,6335,NA,NA,NA,NA
491,22,Femenino,46900,70,1,24,Alimentos,32546,NA,NA,NA,NA
492,39,Masculino,84725,100,8,49,Deportes,90607,NA,NA,NA,NA
493,51,Femenino,120616,71,1,16,Ropa,54203,NA,NA,NA,NA
494,35,Masculino,141134,24,4,48,Deportes,64961,NA,NA,NA,NA
495,59,Masculino,140809,45,5,45,Deportes,9175,NA,NA,NA,NA
496,33,Femenino,65486,76,2,11,Deportes,30205,NA,NA,NA,NA
497,56,Masculino,145254,48,6,43,Deportes,42232,NA,NA,NA,NA
498,54,Femenino,43308,56,5,50,Electrónica,66792,NA,NA,NA,NA
499,25,Masculino,33065,61,7,40,Alimentos,31798,NA,NA,NA,NA
500,47,Masculino,69168,16,7,42,Ropa,63896,NA,NA,NA,NA
501,42,Masculino,129999,73,5,2,Ropa,94297,NA,NA,NA,NA
502,61,Femenino,41730,2,9,20,Electrónica,17764,NA,NA,NA,NA
503,22,Masculino,75626,52,7,34,Electrónica,15467,NA,NA,NA,NA
504,18,Masculino,142641,40,7,31,Electrónica,24064,NA,NA,NA,NA
505,22,Masculino,53863,96,10,41,Electrónica,49164,NA,NA,NA,NA
506,66,Masculino,149505,79,4,8,Deportes,33495,NA,NA,NA,NA
507,58,Masculino,132215,91,8,6,Deportes,27571,NA,NA,NA,NA
508,48,Masculino,72108,85,8,13,Deportes,48658,NA,NA,NA,NA
509,68,Masculino,113760,64,2,37,Deportes,46262,NA,NA,NA,NA
510,19,Masculino,111238,7,2,30,Deportes,81337,NA,NA,NA,NA
511,24,Masculino,109039,71,9,41,Deportes,60618,NA,NA,NA,NA
512,33,Masculino,132968,49,10,45,Deportes,64153,NA,NA,NA,NA
513,19,Masculino,82506,10,5,41,Deportes,40632,NA,NA,NA,NA
514,69,Femenino,58668,40,2,15,Hogar,62635,NA,NA,NA,NA
515,28,Masculino,66961,8,10,22,Alimentos,17982,NA,NA,NA,NA
516,32,Masculino,137280,95,6,3,Electrónica,3172,NA,NA,NA,NA
517,18,Masculino,112021,9,3,11,Alimentos,58837,NA,NA,NA,NA
518,45,Femenino,110280,85,4,21,Alimentos,94407,NA,NA,NA,NA
519,45,Femenino,67753,64,4,48,Deportes,92669,NA,NA,NA,NA
520,38,Masculino,54918,1,6,6,Electrónica,97926,NA,NA,NA,NA
521,69,Masculino,78534,100,2,9,Hogar,7503,NA,NA,NA,NA
522,29,Femenino,51471,96,3,13,Hogar,66821,NA,NA,NA,NA
523,32,Femenino,58144,4,5,16,Electrónica,92337,NA,NA,NA,NA
524,47,Masculino,100338,13,9,40,Electrónica,4865,NA,NA,NA,NA
525,33,Femenino,90232,19,2,8,Ropa,25508,NA,NA,NA,NA
526,52,Masculino,133701,64,1,34,Ropa,53425,NA,NA,NA,NA
527,62,Femenino,117704,37,3,48,Deportes,11211,NA,NA,NA,NA
528,23,Femenino,144577,75,1,9,Ropa,82602,NA,NA,NA,NA
529,57,Masculino,139366,39,5,50,Deportes,345,NA,NA,NA,NA
530,27,Masculino,106944,63,1,28,Deportes,3639,NA,NA,NA,NA
531,61,Masculino,92031,44,7,11,Deportes,57331,NA,NA,NA,NA
532,19,Masculino,146165,38,9,45,Hogar,81992,NA,NA,NA,NA
533,36,Masculino,113794,74,1,27,Deportes,37775,NA,NA,NA,NA
534,28,Masculino,121073,44,3,16,Deportes,48235,NA,NA,NA,NA
535,46,Masculino,61090,3,4,3,Deportes,21368,NA,NA,NA,NA
536,62,Femenino,74474,49,2,18,Deportes,93365,NA,NA,NA,NA
537,48,Femenino,57932,70,9,44,Hogar,19246,NA,NA,NA,NA
538,39,Masculino,49970,53,5,24,Alimentos,72858,NA,NA,NA,NA
539,27,Masculino,73823,11,8,23,Electrónica,274,NA,NA,NA,NA
540,36,Masculino,37595,88,8,49,Alimentos,60048,NA,NA,NA,NA
541,33,Femenino,103063,16,3,4,Electrónica,99851,NA,NA,NA,NA
542,69,Masculino,86860,70,1,1,Ropa,81225,NA,NA,NA,NA
543,68,Femenino,40478,22,4,46,Alimentos,95491,NA,NA,NA,NA
544,66,Femenino,126893,3,1,32,Ropa,19917,NA,NA,NA,NA
545,23,Femenino,123168,80,4,19,Ropa,86095,NA,NA,NA,NA
546,44,Masculino,112137,37,7,18,Alimentos,76916,NA,NA,NA,NA
547,60,Masculino,108533,23,9,24,Electrónica,50698,NA,NA,NA,NA
548,22,Femenino,93861,42,6,6,Hogar,7313,NA,NA,NA,NA
549,39,Masculino,30004,32,6,48,Deportes,86347,NA,NA,NA,NA
550,53,Masculino,47499,85,2,45,Deportes,33869,NA,NA,NA,NA
551,50,Masculino,43965,83,3,17,Electrónica,8338,NA,NA,NA,NA
552,20,Masculino,51199,100,5,5,Ropa,88983,NA,NA,NA,NA
553,69,Masculino,51759,18,9,14,Deportes,56348,NA,NA,NA,NA
554,61,Femenino,54256,78,3,3,Hogar,88644,NA,NA,NA,NA
555,66,Masculino,53345,100,4,22,Deportes,22175,NA,NA,NA,NA
556,25,Femenino,52403,53,1,14,Alimentos,7334,NA,NA,NA,NA
557,45,Masculino,95367,83,5,30,Hogar,84533,NA,NA,NA,NA
558,40,Masculino,62536,84,4,28,Deportes,14907,NA,NA,NA,NA
559,33,Masculino,121639,17,7,28,Hogar,42214,NA,NA,NA,NA
560,63,Masculino,82296,61,4,43,Hogar,39089,NA,NA,NA,NA
561,61,Masculino,137276,92,5,8,Alimentos,48277,NA,NA,NA,NA
562,18,Masculino,143235,46,10,31,Alimentos,14375,NA,NA,NA,NA
563,23,Masculino,143899,10,3,47,Alimentos,36181,NA,NA,NA,NA
564,56,Masculino,134923,18,3,31,Electrónica,51516,NA,NA,NA,NA
565,68,Masculino,106635,85,10,30,Electrónica,85495,NA,NA,NA,NA
566,29,Masculino,60262,56,4,27,Ropa,45232,NA,NA,NA,NA
567,22,Masculino,92601,75,7,49,Electrónica,12076,NA,NA,NA,NA
568,45,Femenino,41917,58,8,5,Hogar,87038,NA,NA,NA,NA
569,29,Femenino,59815,43,6,24,Alimentos,10548,NA,NA,NA,NA
570,18,Masculino,94701,69,8,48,Ropa,76034,NA,NA,NA,NA
571,36,Femenino,31458,40,4,6,Electrónica,37177,NA,NA,NA,NA
572,19,Masculino,134193,95,7,44,Electrónica,9765,NA,NA,NA,NA
573,40,Femenino,143338,6,8,26,Alimentos,49107,NA,NA,NA,NA
574,48,Masculino,93084,30,7,5,Ropa,48055,NA,NA,NA,NA
575,49,Masculino,55027,62,2,1,Ropa,9629,NA,NA,NA,NA
576,51,Femenino,149256,96,1,31,Electrónica,26683,NA,NA,NA,NA
577,32,Femenino,46610,92,5,9,Alimentos,40985,NA,NA,NA,NA
578,64,Masculino,43175,59,10,35,Electrónica,36386,NA,NA,NA,NA
579,21,Femenino,71227,17,10,12,Electrónica,10148,NA,NA,NA,NA
580,51,Femenino,149744,99,1,12,Alimentos,21592,NA,NA,NA,NA
581,46,Masculino,129568,56,10,27,Ropa,76626,NA,NA,NA,NA
582,19,Masculino,135968,50,4,49,Electrónica,17443,NA,NA,NA,NA
583,33,Masculino,38240,92,3,37,Hogar,62682,NA,NA,NA,NA
584,30,Masculino,114808,23,9,6,Ropa,7408,NA,NA,NA,NA
585,51,Femenino,37310,6,5,14,Deportes,70618,NA,NA,NA,NA
586,62,Masculino,147903,79,5,22,Electrónica,20315,NA,NA,NA,NA
587,20,Masculino,61541,80,2,14,Alimentos,485,NA,NA,NA,NA
588,47,Masculino,55753,69,5,40,Hogar,77289,NA,NA,NA,NA
589,29,Masculino,80868,33,6,15,Ropa,86565,NA,NA,NA,NA
590,33,Masculino,93599,22,4,37,Deportes,27496,NA,NA,NA,NA
591,53,Masculino,108263,21,1,47,Electrónica,73448,NA,NA,NA,NA
592,22,Masculino,100730,4,5,10,Deportes,45958,NA,NA,NA,NA
593,62,Femenino,148501,41,9,32,Deportes,98047,NA,NA,NA,NA
594,29,Masculino,98150,42,9,34,Deportes,32411,NA,NA,NA,NA
595,28,Masculino,61870,100,6,3,Alimentos,72867,NA,NA,NA,NA
596,46,Masculino,73370,2,4,29,Hogar,4865,NA,NA,NA,NA
597,50,Masculino,132598,57,7,21,Hogar,93091,NA,NA,NA,NA
598,56,Masculino,55695,58,7,30,Electrónica,43576,NA,NA,NA,NA
599,41,Masculino,69204,95,4,28,Ropa,93604,NA,NA,NA,NA
600,52,Masculino,127010,76,8,26,Deportes,1346,NA,NA,NA,NA
601,53,Femenino,137854,33,10,47,Alimentos,52327,NA,NA,NA,NA
602,20,Masculino,145924,64,5,18,Electrónica,49549,NA,NA,NA,NA
603,33,Femenino,53219,33,4,47,Ropa,25123,NA,NA,NA,NA
604,47,Masculino,64592,25,4,12,Hogar,23734,NA,NA,NA,NA
605,18,Femenino,144275,69,9,27,Electrónica,14172,NA,NA,NA,NA
606,39,Masculino,48641,45,3,46,Hogar,41519,NA,NA,NA,NA
607,30,Masculino,102200,88,5,47,Hogar,13184,NA,NA,NA,NA
608,41,Masculino,67215,34,3,30,Hogar,46025,NA,NA,NA,NA
609,53,Masculino,96499,29,4,5,Electrónica,74411,NA,NA,NA,NA
610,23,Femenino,83912,28,6,31,Hogar,9832,NA,NA,NA,NA
611,42,Femenino,63444,72,4,40,Hogar,16645,NA,NA,NA,NA
612,33,Femenino,38271,39,10,43,Electrónica,9952,NA,NA,NA,NA
613,60,Masculino,53295,73,3,5,Hogar,6423,NA,NA,NA,NA
614,64,Femenino,116106,5,1,5,Ropa,2586,NA,NA,NA,NA
615,69,Masculino,141965,98,5,35,Electrónica,61666,NA,NA,NA,NA
616,43,Masculino,38012,55,3,24,Alimentos,94337,NA,NA,NA,NA
617,29,Masculino,83172,51,8,1,Ropa,90675,NA,NA,NA,NA
618,53,Masculino,62024,13,2,39,Deportes,666,NA,NA,NA,NA
619,29,Masculino,88288,39,5,50,Alimentos,80387,NA,NA,NA,NA
620,53,Masculino,50215,92,6,48,Deportes,81452,NA,NA,NA,NA
621,20,Masculino,122028,40,3,6,Electrónica,77744,NA,NA,NA,NA
622,33,Masculino,102269,26,8,47,Deportes,35667,NA,NA,NA,NA
623,30,Femenino,97829,99,4,27,Ropa,32095,NA,NA,NA,NA
624,59,Masculino,66196,37,9,44,Ropa,48366,NA,NA,NA,NA
625,41,Masculino,36763,50,5,36,Hogar,49062,NA,NA,NA,NA
626,19,Masculino,138008,8,9,15,Alimentos,1168,NA,NA,NA,NA
627,27,Femenino,96762,22,3,10,Electrónica,55143,NA,NA,NA,NA
628,39,Masculino,108744,63,2,23,Deportes,41186,NA,NA,NA,NA
629,65,Masculino,84223,83,7,46,Alimentos,97193,NA,NA,NA,NA
630,64,Femenino,145746,76,2,48,Hogar,4906,NA,NA,NA,NA
631,47,Femenino,108766,37,7,38,Alimentos,64055,NA,NA,NA,NA
632,29,Femenino,72125,41,5,31,Deportes,50762,NA,NA,NA,NA
633,43,Femenino,97989,14,6,49,Electrónica,88661,NA,NA,NA,NA
634,51,Masculino,143678,50,8,23,Electrónica,91604,NA,NA,NA,NA
635,23,Femenino,122669,15,3,4,Electrónica,24868,NA,NA,NA,NA
636,24,Femenino,93266,20,1,4,Ropa,63629,NA,NA,NA,NA
637,52,Masculino,85267,6,5,2,Hogar,70432,NA,NA,NA,NA
638,34,Femenino,60489,95,3,38,Hogar,30486,NA,NA,NA,NA
639,68,Masculino,57700,70,8,46,Alimentos,17821,NA,NA,NA,NA
640,57,Masculino,97035,28,6,42,Hogar,74141,NA,NA,NA,NA
641,59,Masculino,141667,28,4,5,Deportes,20425,NA,NA,NA,NA
642,34,Femenino,114408,38,7,28,Electrónica,64735,NA,NA,NA,NA
643,64,Femenino,92888,2,7,50,Deportes,8498,NA,NA,NA,NA
644,54,Masculino,132403,83,3,2,Deportes,452,NA,NA,NA,NA
645,67,Masculino,115578,10,1,36,Alimentos,64616,NA,NA,NA,NA
646,62,Masculino,113856,78,6,50,Electrónica,72047,NA,NA,NA,NA
647,24,Masculino,122371,11,2,4,Electrónica,83819,NA,NA,NA,NA
648,43,Femenino,67979,49,2,6,Alimentos,42003,NA,NA,NA,NA
649,27,Masculino,147360,96,3,26,Deportes,261,NA,NA,NA,NA
650,47,Masculino,88268,32,8,27,Alimentos,6865,NA,NA,NA,NA
651,27,Femenino,113174,36,3,46,Electrónica,49907,NA,NA,NA,NA
652,32,Masculino,95862,34,6,41,Electrónica,6515,NA,NA,NA,NA
653,41,Masculino,140959,35,7,14,Hogar,23242,NA,NA,NA,NA
654,48,Masculino,82356,97,1,35,Deportes,20455,NA,NA,NA,NA
655,45,Masculino,47989,70,6,9,Alimentos,21877,NA,NA,NA,NA
656,33,Masculino,65142,45,10,42,Ropa,1326,NA,NA,NA,NA
657,27,Masculino,81110,44,6,8,Electrónica,65405,NA,NA,NA,NA
658,61,Masculino,145578,79,2,34,Ropa,76206,NA,NA,NA,NA
659,35,Masculino,116378,38,10,11,Ropa,7927,NA,NA,NA,NA
660,54,Femenino,89035,14,4,11,Deportes,13881,NA,NA,NA,NA
661,69,Femenino,34122,50,4,27,Deportes,75844,NA,NA,NA,NA
662,66,Masculino,38652,40,10,7,Hogar,56659,NA,NA,NA,NA
663,30,Femenino,76658,70,3,32,Alimentos,76027,NA,NA,NA,NA
664,56,Masculino,30492,47,5,6,Alimentos,72526,NA,NA,NA,NA
665,37,Masculino,105623,26,5,47,Hogar,9479,NA,NA,NA,NA
666,31,Masculino,85972,62,9,25,Deportes,91463,NA,NA,NA,NA
667,29,Femenino,135394,53,9,36,Ropa,3013,NA,NA,NA,NA
668,27,Femenino,48576,29,7,29,Deportes,97683,NA,NA,NA,NA
669,52,Masculino,87717,79,6,44,Ropa,9517,NA,NA,NA,NA
670,55,Masculino,59108,36,6,31,Hogar,90016,NA,NA,NA,NA
671,34,Masculino,54274,27,2,17,Hogar,95446,NA,NA,NA,NA
672,30,Masculino,94803,76,6,33,Hogar,59698,NA,NA,NA,NA
673,47,Femenino,40790,36,1,4,Ropa,91384,NA,NA,NA,NA
674,32,Masculino,41072,14,5,39,Electrónica,98104,NA,NA,NA,NA
675,64,Femenino,67704,12,6,17,Hogar,12615,NA,NA,NA,NA
676,64,Femenino,48169,39,5,33,Alimentos,45186,NA,NA,NA,NA
677,51,Femenino,146159,99,7,38,Alimentos,80889,NA,NA,NA,NA
678,63,Masculino,56374,60,4,45,Hogar,9435,NA,NA,NA,NA
679,46,Femenino,112770,6,10,27,Deportes,55973,NA,NA,NA,NA
680,36,Masculino,106345,98,7,49,Ropa,5521,NA,NA,NA,NA
681,49,Masculino,115974,95,8,22,Electrónica,143,NA,NA,NA,NA
682,61,Masculino,136973,27,7,2,Electrónica,2692,NA,NA,NA,NA
683,27,Femenino,89855,54,10,37,Hogar,75051,NA,NA,NA,NA
684,42,Masculino,56378,8,9,18,Ropa,88045,NA,NA,NA,NA
685,37,Masculino,104041,64,9,49,Hogar,11752,NA,NA,NA,NA
686,30,Masculino,115674,78,2,48,Ropa,62173,NA,NA,NA,NA
687,59,Masculino,65196,22,2,36,Hogar,62533,NA,NA,NA,NA
688,30,Masculino,94970,15,4,11,Deportes,25007,NA,NA,NA,NA
689,69,Masculino,45024,38,5,11,Ropa,83003,NA,NA,NA,NA
690,39,Femenino,141586,50,4,46,Ropa,65967,NA,NA,NA,NA
691,53,Masculino,84686,93,8,1,Alimentos,10954,NA,NA,NA,NA
692,23,Masculino,57558,28,6,23,Electrónica,80078,NA,NA,NA,NA
693,28,Femenino,142450,80,3,22,Alimentos,47187,NA,NA,NA,NA
694,64,Masculino,32144,76,2,28,Deportes,90266,NA,NA,NA,NA
695,45,Masculino,53474,79,8,21,Electrónica,4032,NA,NA,NA,NA
696,61,Masculino,89720,4,9,8,Alimentos,79549,NA,NA,NA,NA
697,36,Femenino,114281,99,7,6,Deportes,21778,NA,NA,NA,NA
698,33,Masculino,36577,28,4,1,Electrónica,61254,NA,NA,NA,NA
699,55,Masculino,53164,64,2,19,Ropa,93241,NA,NA,NA,NA
700,31,Masculino,33604,8,5,2,Electrónica,98415,NA,NA,NA,NA
701,31,Masculino,148121,34,9,32,Alimentos,75349,NA,NA,NA,NA
702,26,Femenino,42499,92,9,50,Electrónica,3757,NA,NA,NA,NA
703,26,Femenino,56466,61,3,12,Hogar,35822,NA,NA,NA,NA
704,52,Femenino,58805,14,2,47,Deportes,10435,NA,NA,NA,NA
705,42,Masculino,49140,23,9,35,Ropa,40023,NA,NA,NA,NA
706,29,Femenino,102972,68,3,39,Ropa,25809,NA,NA,NA,NA
707,47,Femenino,128439,42,5,22,Deportes,21902,NA,NA,NA,NA
708,68,Masculino,47482,100,9,49,Ropa,17056,NA,NA,NA,NA
709,44,Femenino,118123,40,8,31,Ropa,14052,NA,NA,NA,NA
710,43,Femenino,43545,67,5,41,Electrónica,17971,NA,NA,NA,NA
711,43,Masculino,51398,12,4,26,Deportes,11785,NA,NA,NA,NA
712,18,Masculino,141318,37,6,28,Hogar,42833,NA,NA,NA,NA
713,19,Femenino,76416,26,6,20,Electrónica,3851,NA,NA,NA,NA
714,30,Masculino,100115,54,2,36,Deportes,78967,NA,NA,NA,NA
715,43,Masculino,67912,71,10,35,Electrónica,69803,NA,NA,NA,NA
716,48,Femenino,74273,23,10,46,Deportes,62627,NA,NA,NA,NA
717,47,Masculino,136278,76,10,48,Ropa,23364,NA,NA,NA,NA
718,57,Femenino,108833,77,3,37,Hogar,62378,NA,NA,NA,NA
719,21,Femenino,119226,21,8,50,Deportes,77263,NA,NA,NA,NA
720,69,Masculino,72651,58,5,30,Electrónica,10311,NA,NA,NA,NA
721,27,Masculino,114848,66,10,38,Alimentos,91258,NA,NA,NA,NA
722,45,Masculino,127989,99,1,42,Hogar,68399,NA,NA,NA,NA
723,20,Masculino,48504,27,3,28,Alimentos,65854,NA,NA,NA,NA
724,21,Masculino,114762,28,3,7,Deportes,39754,NA,NA,NA,NA
725,48,Femenino,108563,3,8,39,Ropa,1572,NA,NA,NA,NA
726,40,Masculino,105994,39,9,17,Hogar,34721,NA,NA,NA,NA
727,18,Masculino,84764,2,6,49,Hogar,34851,NA,NA,NA,NA
728,28,Otro,53503,39,5,30,Alimentos,59164,NA,NA,NA,NA
729,50,Masculino,86985,77,8,11,Deportes,9641,NA,NA,NA,NA
